,button,event_type,target,time,x,y,step,turkId
1860,1,mousedirchange,alloc-slider-5,632170.305,526,1007,1,0
1861,1,mousedirchange,alloc-slider-5,632186.49,528,1008,1,0
1862,1,mousedirchange,alloc-slider-5,632186.49,528,1008,1,0
1863,1,mousedirchange,alloc-slider-5,632194.305,529,1008,1,0
1864,1,mousedirchange,alloc-slider-5,632194.305,529,1008,1,0
1865,1,mousedirchange,alloc-slider-5,632202.2450000001,530,1009,1,0
1866,1,mousedirchange,alloc-slider-5,632210.045,531,1009,1,0
1867,1,mousedirchange,alloc-slider-5,632210.045,531,1009,1,0
1868,1,mousedirchange,alloc-slider-5,632226.0750000001,532,1009,1,0
1869,1,mousedirchange,alloc-slider-5,632226.0750000001,532,1009,1,0
1870,1,mousedirchange,alloc-slider-5,632234.045,532,1010,1,0
1871,1,mousedirchange,alloc-slider-5,632250.035,533,1010,1,0
1872,1,mousedirchange,alloc-slider-5,632250.035,533,1010,1,0
1873,1,mousedirchange,alloc-slider-5,632266.0850000001,534,1011,1,0
1874,1,mousedirchange,alloc-slider-5,632266.0850000001,534,1011,1,0
1875,1,mousedirchange,alloc-slider-5,632290.29,535,1012,1,0
1876,1,mousedirchange,alloc-slider-5,632322.7000000001,536,1012,1,0
1877,1,mousedirchange,alloc-slider-5,632322.7000000001,536,1012,1,0
1878,1,mousedirchange,alloc-slider-5,632330.3500000001,537,1012,1,0
1879,1,mousedirchange,alloc-slider-5,632330.3500000001,537,1012,1,0
1880,1,mousedirchange,alloc-slider-5,632346.4550000001,537,1013,1,0
1881,1,mousedirchange,alloc-slider-5,632378.31,538,1013,1,0
1882,1,mousedirchange,alloc-slider-5,632378.31,538,1013,1,0
1883,1,mousedirchange,alloc-slider-5,632740.66,539,1013,1,0
1884,1,mousedirchange,alloc-slider-5,632740.66,539,1013,1,0
1885,1,mousedirchange,alloc-slider-5,632748.31,539,996,1,0
1886,1,mousedirchange,alloc-slider-5,632772.3500000001,540,996,1,0
1887,1,mousedirchange,alloc-slider-5,632772.3500000001,540,996,1,0
1888,1,mousedirchange,alloc-slider-5,632828.655,541,996,1,0
1889,1,mousedirchange,alloc-slider-5,632828.655,541,996,1,0
1890,1,mousedirchange,alloc-slider-5,632836.5700000001,541,997,1,0
1891,1,mousedirchange,alloc-slider-5,632860.7150000001,541,998,1,0
1892,1,mousedirchange,alloc-slider-5,632860.7150000001,541,998,1,0
1893,1,mousedirchange,alloc-slider-5,633408.485,542,998,1,0
1894,1,mousedirchange,alloc-slider-5,633408.485,542,998,1,0
1895,1,mousedirchange,alloc-slider-5,633424.5800000001,543,998,1,0
1896,1,mousedirchange,alloc-slider-5,633448.4950000001,545,998,1,0
1897,1,mousedirchange,alloc-slider-5,633448.4950000001,545,998,1,0
1898,1,mousedirchange,alloc-slider-5,633464.2200000001,546,998,1,0
1899,1,mousedirchange,alloc-slider-5,633464.2200000001,546,998,1,0
1900,1,mousedirchange,alloc-slider-5,633480.4400000001,547,998,1,0
1901,1,mousedirchange,alloc-slider-5,633520.49,548,998,1,0
1902,1,mousedirchange,alloc-slider-5,633520.49,548,998,1,0
1903,1,mousedirchange,alloc-slider-5,633536.4900000001,549,999,1,0
1904,1,mousedirchange,alloc-slider-5,633536.4900000001,549,999,1,0
1905,1,mouseup,alloc-slider-5,634043.045,549,999,1,0
1906,1,mouseup,alloc-slider-5,634043.045,549,999,2,0
